,realtime,%cpu,rchar,wchar,syscr,syscw,read_bytes,write_bytes,%mem,vmem,rss,peak_vmem,peak_rss,vol_ctxt,inv_ctxt,scheme,samples,threads,type,iter,size_bytes
176,34097,1290,1198872125,943622189,124074,28934,20716544,0,0,2393264,69912,2407624,70308,41886,34205,enteritidis_v1.0.7,1,1,single,5,245502220
177,30315,1155,907858070,713326673,94079,21878,20716544,0,0,2389908,69820,2407628,70212,41584,45007,enteritidis_v1.0.7,1,1,single,7,184783709
178,41384,1387,1618967920,1217793279,161979,37333,20697088,0,0,2396660,69668,2407628,70064,53171,23237,enteritidis_v1.0.7,1,1,single,4,391426892
179,259806,4243,8030037845,6516363480,881672,700237,33728512,6000640,11,10136072,2910116,10203204,2919520,194942,135897,enteritidis_v1.0.7,1,16,snippy,1,400927570
180,171378,4297,6228346737,5118835850,694541,562430,33693696,3424256,8,9476148,2065452,9556872,2107456,147366,29258,enteritidis_v1.0.7,1,8,snippy,1,328805369
181,37201,1268,1315404558,1039703447,136409,31877,20697088,0,0,2394236,69908,2407628,70304,49294,39524,enteritidis_v1.0.7,1,1,single,3,265953442
182,29846,1381,1140212385,884703412,116895,27128,20697088,0,0,2397236,69932,2407628,70324,40741,17963,enteritidis_v1.0.7,1,1,single,4,245761219
183,1242019,3755,117261121421,92068200869,12013420,2821695,20936704,0,0,10072312,296220,10279232,296220,340623,10661191,enteritidis_v1.0.7,96,4,multiple,5,96
184,22560,1456,859543618,672790272,88906,20636,20697088,0,0,2394588,69944,2407624,70336,31462,10794,enteritidis_v1.0.7,1,1,single,6,177005607
185,22853,1465,864357035,617414555,83980,18939,20697088,0,0,2390004,69816,2407624,70212,26740,9458,enteritidis_v1.0.7,1,1,single,4,237194140
186,19571,1445,722273672,579385476,76146,17774,20697088,0,0,1989632,70148,2407628,70544,27923,4928,enteritidis_v1.0.7,1,1,single,7,133140452
187,26123,1382,956459626,774537946,101170,23753,20697088,0,0,2392860,69884,2407628,70276,35339,13424,enteritidis_v1.0.7,1,1,single,8,172173948
188,46518,1369,1840173680,1358445916,181625,41642,20697088,0,0,1989632,70256,2407628,70636,58534,35731,enteritidis_v1.0.7,1,1,single,4,471980053
189,46116,1364,1840173680,1358445916,181630,41642,20697088,0,0,2397232,69756,2407624,70132,58927,33533,enteritidis_v1.0.7,1,1,single,3,471980053
190,34012,1385,1279316523,985839178,130379,30227,20697088,0,0,2397744,69828,2407624,70220,45088,16478,enteritidis_v1.0.7,1,1,single,4,283728415
191,37040,1252,1336465205,1040152010,137101,31890,20697088,0,0,2395616,69504,2407624,69900,44831,32672,enteritidis_v1.0.7,1,1,single,1,286565500
192,426134,1127,4390476599,3691290226,507062,401752,33693696,2891776,6,8552412,1534284,8629448,1566132,103819,42887,enteritidis_v1.0.7,1,1,snippy,1,204265322
193,136426,2822,3272058477,2494801808,347957,277764,33728512,5943296,5,10267140,1554540,10367940,1573024,74707,33022,enteritidis_v1.0.7,1,16,snippy,1,125358126
194,27193,1231,802489765,664941439,86430,20396,20751360,0,0,2387256,69896,2407632,70292,37663,22814,enteritidis_v1.0.7,1,1,single,3,127800331
195,1216891,3821,117261121429,92068200869,12013412,2821695,20956160,0,0,10072280,295104,10279200,295104,334148,10695781,enteritidis_v1.0.7,96,4,multiple,7,96
196,14905,1336,452167031,344965890,46448,10592,20697088,0,0,2390140,69688,2407632,70084,17691,14092,enteritidis_v1.0.7,1,1,single,3,97453455
197,176611,2846,4164452505,3474288997,478817,381674,33693696,2609152,5,9064716,1281260,9132792,1309368,94851,60159,enteritidis_v1.0.7,1,4,snippy,1,183112718
198,23333,1335,846401849,667907212,88058,20487,20697088,0,0,2392868,69604,2407632,69996,32322,16617,enteritidis_v1.0.7,1,1,single,7,168746932
199,102292,2696,2221824410,1749809855,248674,209854,33693696,2281472,2,9767212,675644,9778844,789392,46501,2563,enteritidis_v1.0.7,1,4,snippy,1,125988487
200,41861,1391,1713385816,1332728972,175405,40855,20697088,0,0,2390008,70112,2407628,70508,58556,16349,enteritidis_v1.0.7,1,1,single,5,370908859
201,369641,1180,4387686344,3817916832,528782,423418,33693696,2670592,6,8609752,1637864,8686788,1691976,127539,44583,enteritidis_v1.0.7,1,1,snippy,1,151868003
202,29275,1409,1091843167,831847626,110553,25509,20697088,0,0,2397240,69992,2407632,70388,38966,8355,enteritidis_v1.0.7,1,1,single,6,250246916
203,134392,1760,2681186275,2322561849,328289,266951,33657856,1794048,4,8850808,1084996,8917848,1120732,75011,3594,enteritidis_v1.0.7,1,2,snippy,1,82913788
204,35842,1321,1335172190,1086176295,141287,33301,20716544,0,0,2386016,69872,2407628,70268,45995,26251,enteritidis_v1.0.7,1,1,single,4,239248233
205,13741,1393,452167027,344965890,46468,10592,20697088,0,0,2391708,68928,2407636,69324,17233,8655,enteritidis_v1.0.7,1,1,single,6,97453455
206,27938,1327,896554085,734938383,95714,22540,20716544,0,0,2393728,69956,2407624,70352,39378,18914,enteritidis_v1.0.7,1,1,single,10,151868003
207,50796,1410,2120757050,1680792485,219708,51518,20697088,0,0,1989632,69840,2407628,70236,77337,24837,enteritidis_v1.0.7,1,1,single,3,430217069
208,34716,1352,1327729366,1037847833,136621,31820,20697088,0,0,2395868,69580,2407628,69972,47685,24179,enteritidis_v1.0.7,1,1,single,9,280133839
209,167785,1783,2997735266,2492174204,346469,277309,33693696,2367488,3,8833524,942692,8900564,972372,68885,6985,enteritidis_v1.0.7,1,2,snippy,1,125358126
210,124204,5366,5929105561,4774612531,656658,518178,33693696,5939200,7,10070536,2078000,10115960,2152176,131248,15086,enteritidis_v1.0.7,1,16,snippy,1,265953442
211,33601,1398,1294375338,1028674351,134762,31539,20716544,0,0,2394620,69880,2407628,70272,48853,11074,enteritidis_v1.0.7,1,1,single,2,255953274
212,39743,1240,1336465206,1040152010,137101,31890,20697088,0,0,2393264,69496,2407628,69888,53962,45521,enteritidis_v1.0.7,1,1,single,9,286565500
213,23227,1216,727852810,559234352,74486,17157,20697088,0,0,2396912,69680,2407624,70076,27990,27845,enteritidis_v1.0.7,1,1,single,2,158870730
214,29229,1415,1242600797,964813444,127328,29583,20697088,0,0,1989632,69928,2407628,70320,43550,7689,enteritidis_v1.0.7,1,1,single,2,268039088
215,40281,1429,1713385816,1332728972,175417,40855,20697088,0,0,1989632,69764,2407628,70160,60892,14781,enteritidis_v1.0.7,1,1,single,10,370908859
216,541618,1866,6439409947,5348711021,732766,635788,33693696,3104768,7,8850808,1916184,8917848,1953128,151727,24536,enteritidis_v1.0.7,1,2,snippy,1,456102547
217,20339,1483,844114238,665962576,87805,20426,20697088,0,0,2395872,69580,2407628,69976,30191,4343,enteritidis_v1.0.7,1,1,single,5,168403627
218,20277,1443,763744902,579304533,77421,17771,20697088,0,0,2386444,69660,2407632,70056,26877,9542,enteritidis_v1.0.7,1,1,single,5,174692626
219,268863,1763,4410847873,3691131686,509776,401579,33693696,2650112,5,8850808,1452484,8917848,1483440,97780,15944,enteritidis_v1.0.7,1,2,snippy,1,204265322
220,344177,1146,3420353315,2861459690,395527,318791,33678336,2678784,4,8544216,1177856,8621252,1204168,79715,22982,enteritidis_v1.0.7,1,1,snippy,1,157901557
221,26449,1354,896554085,734938383,95707,22540,20697088,0,0,2396380,69760,2407624,70156,36183,14101,enteritidis_v1.0.7,1,1,single,1,151868003
222,51023,1404,2120757050,1680792485,219696,51518,20697088,0,0,2395872,69672,2407628,70068,77317,23279,enteritidis_v1.0.7,1,1,single,2,430217069
223,46141,1358,1779027624,1326177489,176802,40653,20697088,0,0,2386052,69884,2407628,70260,61106,28992,enteritidis_v1.0.7,1,1,single,2,443102425
224,14957,1503,541301565,448638943,58654,13768,20697088,0,0,1989632,69888,2407628,70284,25377,2288,enteritidis_v1.0.7,1,1,single,3,82913788
225,3805681,1119,117254344125,92061557004,12013949,2821397,20697088,0,0,2381892,83040,2407676,83040,150782,5987756,enteritidis_v1.0.7,96,1,multiple,2,96
226,92446,3592,3063287043,2445645625,341589,272287,33693696,3096576,4,9312304,1094744,9442180,1207540,59860,14787,enteritidis_v1.0.7,1,8,snippy,1,136516531
227,272927,2862,6628626015,5509766367,742750,585101,33728512,3104768,8,9081096,2227068,9147236,2268020,135458,23866,enteritidis_v1.0.7,1,4,snippy,1,334226197
228,24902,1209,774262050,561245091,76083,17218,20697088,0,0,2382668,70060,2407628,70456,28555,28725,enteritidis_v1.0.7,1,1,single,8,203268910
229,47093,5445,2665826005,1672198614,241926,193787,33693696,8507392,3,9959044,796192,9970676,805504,41523,52,enteritidis_v1.0.7,1,32,snippy,1,104620052
230,23386,1414,956459623,774537946,101164,23753,20697088,0,0,2391708,69932,2407628,70324,34072,6949,enteritidis_v1.0.7,1,1,single,9,172173948
231,35326,1357,1279316521,985839178,130389,30227,20716544,0,0,2397488,69920,2407624,70312,45517,19379,enteritidis_v1.0.7,1,1,single,8,283728415
232,16395,1363,534265697,398528909,53861,12233,20697088,0,0,2386712,69720,2407628,70116,17521,12713,enteritidis_v1.0.7,1,1,single,5,125988487
233,622461,1849,7390368278,6189238807,844599,734941,33693696,3379200,8,8882676,2165120,8949716,2207124,176047,28372,enteritidis_v1.0.7,1,2,snippy,1,513041485
234,43346,1389,1765005794,1394296230,182607,42741,20716544,0,0,1989636,69636,2407632,70028,60046,18938,enteritidis_v1.0.7,1,1,single,7,360962023
235,21312,1459,772573670,581511192,77881,17839,20697088,0,0,2393448,69880,2407628,70276,27005,5260,enteritidis_v1.0.7,1,1,single,4,181313837
236,253783,2908,6147314969,5118305969,694505,562392,33693696,2727936,7,9113864,1977420,9245540,2021192,149152,29246,enteritidis_v1.0.7,1,4,snippy,1,328805369
237,81631,3160,1695157261,1090426330,164212,144311,33693696,5611520,4,10761080,981152,10821720,1004316,28329,3231,enteritidis_v1.0.7,1,16,snippy,1,91638000
238,25800,1323,896554086,734938383,95708,22540,20697088,0,0,1989632,70200,2407628,70592,34241,8332,enteritidis_v1.0.7,1,1,single,7,151868003
239,138515,3555,4682982825,3999492470,553241,443819,33693696,3555328,6,9410608,1696632,9474948,1733332,127809,51146,enteritidis_v1.0.7,1,8,snippy,1,142887817
240,658534,1106,6088021472,5118697194,693248,562846,33693696,3383296,8,9900340,2034620,9977508,2080028,161207,60517,enteritidis_v1.0.7,1,1,snippy,1,328805369
241,12692,1461,458022345,343654548,46508,10552,20716544,0,0,2396656,69356,2407624,69752,15215,5573,enteritidis_v1.0.7,1,1,single,8,104620052
242,35284,1314,1335172190,1086176295,141286,33301,20697088,0,0,2392864,70024,2407628,70412,46010,24757,enteritidis_v1.0.7,1,1,single,10,239248233
243,24990,1323,938522337,745661928,97979,22869,20716544,0,0,2391964,69644,2407628,70040,34500,14681,enteritidis_v1.0.7,1,1,single,5,183112718
244,38324,1275,1315404560,1039703447,136416,31877,20697088,0,0,2398516,69920,2407628,70312,43966,47252,enteritidis_v1.0.7,1,1,single,9,265953442
245,192330,4021,7059892287,5882904763,797104,632332,33693696,3858432,8,9443380,2252964,9504164,2296112,125556,8464,enteritidis_v1.0.7,1,8,snippy,1,329275141
246,43085,1180,1370267462,1087011120,142420,33326,20697088,0,0,2391704,70028,2407628,70424,53187,60032,enteritidis_v1.0.7,1,1,single,10,273508691
247,87667,7015,5910170206,4482911465,617401,496191,33693696,10055680,10,10070536,2838796,10122228,2848324,124913,942,enteritidis_v1.0.7,1,32,snippy,1,286565500
248,35639,1321,1336465205,1040152010,137105,31890,20697088,0,0,2390004,69660,2407628,70056,46572,27994,enteritidis_v1.0.7,1,1,single,3,286565500
249,11651,1688,573713207,437899364,58656,13439,20697088,0,0,1989632,70072,2407628,70468,18321,262,enteritidis_v1.0.7,1,1,single,5,126066089
250,519310,1110,4661906999,3889215774,531449,420770,33693696,3514368,6,8544212,1501496,8621248,1534328,114142,46731,enteritidis_v1.0.7,1,1,snippy,1,232490990
251,19977,1377,697328531,540347046,71819,16578,20716544,0,0,2389908,69424,2407628,69820,23415,6757,enteritidis_v1.0.7,1,1,single,5,147233770
252,119413,3806,3727984125,3031634013,419823,336956,33693696,3252224,5,9327788,1262584,9392128,1274464,77903,20961,enteritidis_v1.0.7,1,8,snippy,1,168746932
253,470998,1119,4856083778,4080215199,558913,444150,33693696,2953216,6,10033468,1578504,10110636,1614364,122054,45550,enteritidis_v1.0.7,1,1,snippy,1,234685421
254,47673,1322,1835973781,1437679489,188771,44070,20697088,0,0,2392856,69984,2407624,70376,60703,34847,enteritidis_v1.0.7,1,1,single,7,388546758
255,513498,1743,8384669945,7097957571,955826,755858,33728512,4145152,10,8916344,2777876,8983384,2832340,187755,22444,enteritidis_v1.0.7,1,2,snippy,1,403991938
256,3796974,1120,117254344125,92061557004,12013907,2821397,20752384,0,0,2384392,82300,2407676,82300,153429,5970688,enteritidis_v1.0.7,96,1,multiple,4,96
257,28935,1481,1236312851,976061976,128159,29928,20697088,0,0,1989628,69852,2407624,70244,43568,6353,enteritidis_v1.0.7,1,1,single,1,250503194
258,14870,1578,665358492,519094265,68889,15927,20697088,0,0,2384388,69908,2407628,70304,22434,2130,enteritidis_v1.0.7,1,1,single,7,136516531
259,163118,2991,4450384514,3685825295,505593,418526,33693696,2506752,5,9014664,1409964,9080804,1439028,104996,7916,enteritidis_v1.0.7,1,4,snippy,1,236476990
260,2113966,2097,117261116422,92068200853,12014121,2821693,20936704,0,0,6132804,191468,6339468,191468,241796,7966964,enteritidis_v1.0.7,96,2,multiple,3,96
261,568523,1766,8834810296,7433667079,990467,791272,33728512,4173824,10,8916344,2859320,8983384,2913128,210528,23668,enteritidis_v1.0.7,1,2,snippy,1,463745106
262,36214,1438,1524258992,1180285125,155665,36184,20697088,0,0,2392864,70008,2407628,70404,46029,11455,enteritidis_v1.0.7,1,1,single,1,334226197
263,21200,1381,772573671,581511192,77885,17839,20697088,0,0,2391708,69708,2407628,70104,26424,6686,enteritidis_v1.0.7,1,1,single,7,181313837
264,25117,1346,922490270,769854488,99697,23610,20697088,0,0,2391964,70208,2407628,70600,36574,6725,enteritidis_v1.0.7,1,1,single,4,142887817
265,40719,1191,1370267461,1087011120,142433,33326,20697088,0,0,2387256,69916,2407636,70308,55797,50985,enteritidis_v1.0.7,1,1,single,2,273508691
266,138050,4548,5238861732,4106162550,560322,440151,33693696,5812224,7,10136072,2010108,10147704,2051908,102486,21211,enteritidis_v1.0.7,1,16,snippy,1,253574934
267,43536,1298,1686524505,1426627187,183164,43731,20716544,0,0,2390008,70052,2407632,70444,64245,29651,enteritidis_v1.0.7,1,1,single,2,250149771
268,43151,1307,1649465414,1292196449,169741,39612,20697088,0,0,2390008,69928,2407628,70320,56835,34115,enteritidis_v1.0.7,1,1,single,7,347521401
269,96467,4632,2584759156,1832655706,262784,222943,33693696,5533696,4,11257140,1154068,11825316,1448852,48455,9054,enteritidis_v1.0.7,1,16,snippy,1,151435202
270,32598,1432,1343393501,1046897545,137934,32097,20716544,0,0,2387256,69908,2407628,70304,41808,10907,enteritidis_v1.0.7,1,1,single,8,286748227
271,44220,1265,1520111677,1156116333,153323,35443,20697088,0,0,2390004,69748,2407624,70144,54098,44218,enteritidis_v1.0.7,1,1,single,2,354247650
272,67765,5473,4201681630,3035525825,427057,337844,33693696,8486912,7,10053252,1949132,10122228,1958444,67290,91,enteritidis_v1.0.7,1,32,snippy,1,168746932
273,43528,1265,1520111677,1156116333,153334,35443,20716544,0,0,2394272,69864,2407636,70260,53788,43365,enteritidis_v1.0.7,1,1,single,10,354247650
274,23101,1401,859543618,672790272,88912,20636,20697088,0,0,2389908,69448,2407628,69844,31501,11556,enteritidis_v1.0.7,1,1,single,7,177005607
275,36481,1281,1343393503,1046897545,137924,32097,20716544,0,0,2391964,70040,2407632,70432,42416,29695,enteritidis_v1.0.7,1,1,single,9,286748227
276,44737,1425,1948252468,1534513029,201026,47036,20697088,0,0,2398012,70160,2407636,70556,64661,19337,enteritidis_v1.0.7,1,1,single,7,403991938
277,41606,1310,1579945083,1241553228,162966,38061,20697088,0,0,1989628,69688,2407624,70084,59652,35470,enteritidis_v1.0.7,1,1,single,1,328644219
278,38312,1262,1335172190,1086176295,141276,33301,20697088,0,0,2391964,69540,2407628,69932,43282,36423,enteritidis_v1.0.7,1,1,single,6,239248233
279,428968,1715,6483323936,5529556212,753537,599930,33693696,3936256,8,8883576,2233000,8950616,2274916,143353,32653,enteritidis_v1.0.7,1,2,snippy,1,286976208
280,45847,1395,1948252470,1534513029,201026,47036,20697088,0,0,2394824,69752,2407628,70144,68287,26439,enteritidis_v1.0.7,1,1,single,10,403991938
281,30340,1412,1204200394,942475820,124106,28899,20697088,0,0,2396980,69896,2407628,70288,41510,14208,enteritidis_v1.0.7,1,1,single,8,251976854
282,308435,3253,6477622879,5348498335,733010,635447,33728512,2740224,7,9080196,1887236,9211872,1923340,150848,23927,enteritidis_v1.0.7,1,4,snippy,1,456102547
283,148559,4232,5374710271,4363729489,595743,476960,33693696,3379200,6,10299720,1754264,10376888,1790816,122538,17776,enteritidis_v1.0.7,1,8,snippy,1,278310884
284,21760,1536,938522339,745661928,97971,22869,20697088,0,0,1989628,69716,2407624,70112,35057,4440,enteritidis_v1.0.7,1,1,single,3,183112718
285,42449,1323,1649465414,1292196449,169736,39612,20697088,0,0,2393008,69872,2407628,70268,58564,29684,enteritidis_v1.0.7,1,1,single,6,347521401
286,35775,1302,1294375338,1028674351,134759,31539,20697088,0,0,2386016,70024,2407632,70416,44056,16588,enteritidis_v1.0.7,1,1,single,5,255953274
287,43297,1270,1520111677,1156116333,153340,35443,20716544,0,0,2394616,69792,2407624,70188,53020,39461,enteritidis_v1.0.7,1,1,single,6,354247650
288,237090,1133,2053910705,1644736821,232948,188069,33693696,2195456,2,8503256,569876,8580292,588064,41446,13639,enteritidis_v1.0.7,1,1,snippy,1,104818648
289,639549,7271,117261131436,92068200901,12013370,2821699,20956160,0,0,17952336,508200,18160024,508200,415397,10915134,enteritidis_v1.0.7,96,8,multiple,9,96
290,187027,2761,5461353276,4524676990,628274,485392,33728512,2740224,7,9081100,1939828,9147240,2000616,142529,47272,enteritidis_v1.0.7,1,4,snippy,1,250246916
291,35285,1326,1234788828,946730267,125455,29028,20697088,0,0,2392860,69520,2407628,69916,45247,27688,enteritidis_v1.0.7,1,1,single,1,278310884
292,33051,1357,1315404560,1039703447,136402,31877,20751360,0,0,1989632,69864,2407628,70260,41537,17047,enteritidis_v1.0.7,1,1,single,10,265953442
293,27226,1200,772573672,581511192,77880,17839,20716544,0,0,2386440,70288,2407624,70680,33321,31815,enteritidis_v1.0.7,1,1,single,3,181313837
294,39454,1444,1723715684,1334959694,175915,40923,20716544,0,0,2396128,69764,2407624,70156,59584,11709,enteritidis_v1.0.7,1,1,single,6,379008409
295,641810,1076,4676004108,3912882224,533103,434375,33728512,3645440,5,8544212,1467112,8621248,1498756,119140,70327,enteritidis_v1.0.7,1,1,snippy,1,245761219
296,27329,1411,1067092035,824852735,109158,25295,20697088,0,0,2396980,69648,2407628,70040,39532,10757,enteritidis_v1.0.7,1,1,single,7,232490990
297,160827,3579,6335965815,5249293643,717581,550786,33693696,3346432,8,9410608,2213728,9422240,2280780,164275,47069,enteritidis_v1.0.7,1,8,snippy,1,290075585
298,41488,1426,1808364689,1357624935,180577,41617,20697088,0,0,2396128,69984,2407624,70360,60610,13247,enteritidis_v1.0.7,1,1,single,6,440992030
299,37089,1489,1589651270,1180760920,157710,36199,20697088,0,0,2391708,69800,2407628,70184,42546,12623,enteritidis_v1.0.7,1,1,single,1,399142615
300,43301,1433,1829294884,1418619724,186791,43486,20697088,0,0,2395868,70016,2407624,70408,63108,15125,enteritidis_v1.0.7,1,1,single,10,400927570
301,16627,1422,516885253,403592786,53789,12393,20697088,0,0,2386440,70020,2407624,70416,18516,10837,enteritidis_v1.0.7,1,1,single,5,103596070
